region,date,evi_mean,evi_median,evi_std,evi_min,evi_max,valid_pixels,precip_mm,temp_c
Sulaymaniyah,12/1/2021,0.093895538,0.081813793,0.042994344,-0.199429208,0.897693437,2185260,90.28450734,10.44632
Sulaymaniyah,1/1/2022,0.104850182,0.089725588,0.048638457,-0.199178167,0.884262534,2146407,130.7353814,5.96023
Sulaymaniyah,2/1/2022,0.120605582,0.105420773,0.058597853,-0.199968816,0.893979436,2314423,59.01656932,10.57493
Sulaymaniyah,3/1/2022,0.194850263,0.167942517,0.113546493,-0.199179046,0.89940129,2385559,51.75549388,11.32964
Sulaymaniyah,4/1/2022,0.210684199,0.175749448,0.12886004,-0.195954478,0.889787833,2453235,30.30902963,18.99777
Sulaymaniyah,5/1/2022,0.179214813,0.136669063,0.117974021,-0.198594275,0.863596184,2454540,28.02097154,22.05539
Sulaymaniyah,6/1/2022,0.124778463,0.097572945,0.076086346,-0.199879478,0.859861985,2457372,0.103594467,30.6241
Sulaymaniyah,7/1/2022,0.113291352,0.089633555,0.067396748,-0.199524588,0.866568978,2455523,0,33.28493
Sulaymaniyah,8/1/2022,0.102006351,0.08176775,0.062793292,-0.199392543,0.889508745,2455571,0,34.33042
Sulaymaniyah,9/1/2022,0.101790619,0.081731532,0.060438934,-0.196174017,0.88967655,2454164,0.06993478,29.78999
Sulaymaniyah,10/1/2022,0.098014303,0.073906543,0.056260673,-0.195757262,0.838714618,2455832,6.46494238,23.42934
Sulaymaniyah,11/1/2022,0.101968842,0.073888553,0.06354572,-0.195062881,0.880679947,2446013,74.50485718,14.62778
Sulaymaniyah,12/1/2022,0.127866466,0.113217872,0.064692125,-0.197870103,0.897495644,2405475,31.22478256,10.34973
Sulaymaniyah,1/1/2023,0.17869299,0.16014336,0.086776033,-0.199590583,0.89087556,2385598,94.86521892,7.38642
Sulaymaniyah,2/1/2023,0.212659401,0.191372079,0.107601237,-0.199379308,0.898240412,2246165,82.72561878,7.8699
Sulaymaniyah,3/1/2023,0.269501195,0.246055564,0.140256636,-0.199775174,0.899630566,2380499,149.5141471,14.63168
Sulaymaniyah,4/1/2023,0.370771509,0.355440276,0.173939736,-0.198486052,0.898696954,2451570,117.9234492,16.70579
Sulaymaniyah,5/1/2023,0.266918833,0.230440914,0.160084694,-0.199372173,0.896212285,2453513,36.88580157,22.56251
Sulaymaniyah,6/1/2023,0.142425895,0.113132281,0.080796379,-0.199928077,0.868041736,2454451,0.15730814,28.82465
Sulaymaniyah,7/1/2023,0.125521793,0.097463156,0.066305072,-0.198599727,0.844773799,2454297,0,33.1852
Sulaymaniyah,8/1/2023,0.120283607,0.097464189,0.067482615,-0.199228296,0.898368362,2453243,0,33.75831
Sulaymaniyah,9/1/2023,0.113560258,0.089664416,0.063526046,-0.19741763,0.871362054,2455166,0,29.35255
Sulaymaniyah,10/1/2023,0.108234854,0.089713415,0.061610977,-0.193339598,0.856784763,2411278,3.114106924,22.14324
Sulaymaniyah,11/1/2023,0.117543616,0.097553202,0.057793406,-0.192205452,0.874559116,2441899,87.81640055,15.27392
Sulaymaniyah,12/1/2023,0.1580306,0.152345803,0.063394773,-0.196412051,0.884385023,2411706,73.51840697,11.70161
Sulaymaniyah,1/1/2024,0.209387626,0.199182715,0.091931568,-0.199775802,0.890734435,2349293,133.3256371,9.77069
Sulaymaniyah,2/1/2024,0.275516505,0.253896935,0.126593156,-0.199804387,0.899228566,2353028,130.2038263,10.02344
Sulaymaniyah,3/1/2024,0.295999634,0.277335934,0.132000857,-0.199446499,0.896733894,2405834,142.6296087,12.76852
Sulaymaniyah,4/1/2024,0.33237593,0.32419141,0.154708118,-0.199992036,0.891988913,2441534,45.38145782,19.13739
Sulaymaniyah,5/1/2024,0.191051119,0.144465957,0.126133912,-0.19972452,0.897561594,2447542,113.6291487,21.75007
Sulaymaniyah,6/1/2024,0.134015604,0.105261857,0.078651636,-0.192654707,0.853505716,2449715,0.168232352,30.66535
Sulaymaniyah,7/1/2024,0.121634872,0.097444264,0.072201055,-0.19794901,0.885947878,2450242,0,33.09393
Sulaymaniyah,8/1/2024,0.114323742,0.089636219,0.070027174,-0.199985902,0.89109233,2447443,0,33.47585
Sulaymaniyah,9/1/2024,0.113785976,0.089652977,0.069702421,-0.196437772,0.889866592,2446358,0.081923963,28.88401
Sulaymaniyah,10/1/2024,0.115188225,0.089633362,0.062801836,-0.195568523,0.899410181,2445652,2.078363046,20.85227
Sulaymaniyah,11/1/2024,0.143910908,0.128852444,0.06487215,-0.199352455,0.879387613,2414459,100.1260351,13.4294
Sulaymaniyah,12/1/2024,0.164597647,0.15233474,0.07279517,-0.199752148,0.871854099,2343366,30.89582857,8.76737
Halabja,1/1/2016,,,,,,,169.1991489,7.40514
Halabja,2/1/2016,0.188466064,0.182675861,0.051290171,0.037258862,0.489825999,11805,130.0733222,10.44826
Halabja,3/1/2016,,,,,,,120.7628386,12.5801
Halabja,4/1/2016,,,,,,,141.6569095,15.90725
Halabja,5/1/2016,,,,,,,37.61602162,22.62822
Halabja,6/1/2016,0.153914794,0.130846176,0.08007036,-0.094456474,0.834883786,63090,0.04663868,28.39566
Halabja,7/1/2016,0.138865417,0.115194644,0.071338639,-0.19986408,0.770014469,106349,0.02173788,32.03697
Halabja,8/1/2016,0.132321267,0.111236285,0.069184091,-0.09386974,0.756028066,106579,0,33.09932
Halabja,9/1/2016,0.123094508,0.103455264,0.062291141,-0.04717231,0.706721911,106843,0,27.11964
Halabja,10/1/2016,,,,,,,14.4815113,20.80322
Halabja,11/1/2016,0.110785014,0.104467942,0.029970896,0.030755712,0.304875757,11722,22.77819311,11.62282
Halabja,12/1/2016,0.107680586,0.103492268,0.030278022,-0.055105904,0.531936443,61539,166.4394157,6.6106
Halabja,1/1/2017,0.143753258,0.141554529,0.041761829,-0.046313473,0.347508105,9601,120.9981022,4.37274
Halabja,2/1/2017,0.1575324,0.15429829,0.054577584,-0.172476398,0.685999648,87905,89.43567773,4.6758
Halabja,3/1/2017,0.226603259,0.212902014,0.096285912,-0.103901719,0.791924386,100942,130.487032,11.48453
Halabja,4/1/2017,0.409345534,0.415999801,0.14011444,-0.05246118,0.868635711,77563,101.4022658,15.59973
Halabja,5/1/2017,0.226130245,0.201128845,0.102620766,-0.02596401,0.822129627,105867,26.93909943,22.74948
Halabja,6/1/2017,,,,,,,0,29.38876
Halabja,7/1/2017,0.138917641,0.115188208,0.073916619,-0.037694746,0.773827575,107034,0,33.15242
Halabja,8/1/2017,0.122360273,0.095603922,0.077579891,-0.059280455,0.782802026,80608,0,33.15674
Halabja,9/1/2017,0.125522583,0.099550225,0.074332118,-0.05158109,0.834570192,107753,0,29.11368
Halabja,10/1/2017,0.115690458,0.091723093,0.06630496,-0.068828559,0.82207776,107176,6.276841682,21.28402
Halabja,11/1/2017,0.11678749,0.103484658,0.047743972,-0.136570909,0.813937472,89201,67.8988441,14.03663
Halabja,12/1/2017,0.133863899,0.130809446,0.045198692,-0.053443688,0.694598134,60284,45.65915234,9.82172
Halabja,1/1/2018,0.201719214,0.193343624,0.069064294,-0.070090973,0.713038613,66773,118.2259474,8.47525
Halabja,2/1/2018,0.22187331,0.212903298,0.083190561,-0.148391728,0.817962581,100515,243.5363736,10.61601
Halabja,3/1/2018,0.323520495,0.314464199,0.127469808,-0.007432333,0.844621729,80452,67.50756225,15.21248
Halabja,4/1/2018,0.338909179,0.330058052,0.134397972,-0.1306027,0.844661112,108003,149.7281615,15.66366
Halabja,5/1/2018,0.256979409,0.244131061,0.100611527,0.001182784,0.843681886,81365,84.29075853,21.68928
Halabja,6/1/2018,0.151593715,0.130866645,0.072052481,-0.076349084,0.709665644,108246,0.184484444,29.07564
Halabja,7/1/2018,0.132921392,0.11132553,0.069167103,-0.151506698,0.75448753,108123,0,34.05392
Halabja,8/1/2018,0.120219339,0.095643836,0.068339143,-0.005287283,0.661547855,81772,0,32.50221
Halabja,9/1/2018,0.117140211,0.095677009,0.066144291,-0.116386797,0.755793829,108529,0,28.66359
Halabja,10/1/2018,0.111963359,0.091751119,0.05937775,-0.141648968,0.666045786,108138,53.30910346,22.23077
Halabja,11/1/2018,0.160878024,0.144499607,0.071137231,-0.161750866,0.849655997,69025,124.486457,13.57209
Halabja,12/1/2018,0.260194859,0.253909953,0.092340164,-0.199766265,0.832364992,77360,227.4815688,10.47678
Halabja,1/1/2019,0.251013446,0.238281402,0.094317287,-0.192585176,0.841506858,93490,248.7201679,6.91381
Halabja,2/1/2019,0.296691765,0.291005815,0.099786294,-0.176648095,0.793292706,101266,133.7224107,8.35929
Halabja,3/1/2019,0.37136342,0.36329463,0.119187105,-0.178790348,0.884167257,96187,172.5514981,9.43097
Halabja,4/1/2019,0.434134457,0.441306891,0.133047959,-0.12807143,0.888338687,105646,84.45477026,14.1591
Halabja,5/1/2019,0.263485004,0.246111432,0.103881216,-0.189739526,0.818552365,105995,44.0505492,22.0322
Halabja,6/1/2019,0.168505273,0.142553486,0.083436353,-0.114179682,0.797829591,106155,0.000115015,29.74819
Halabja,7/1/2019,0.152433179,0.12694844,0.083055887,-0.065904462,0.802231351,106390,0.000690091,31.52688
Halabja,8/1/2019,0.136844992,0.111320494,0.077850894,-0.098965457,0.768781834,106838,0,32.98322
Halabja,9/1/2019,0.136723313,0.111277088,0.08034322,-0.145607553,0.810009278,107545,0,27.81989
Halabja,10/1/2019,0.134111686,0.113144802,0.077517807,-0.198965378,0.863153023,107627,18.27758928,22.11859
Halabja,11/1/2019,0.179322898,0.166020131,0.083740573,-0.148930977,0.842800969,103934,9.90988556,13.08658
Halabja,12/1/2019,0.168900718,0.167988674,0.071302511,-0.197408849,0.805771606,100823,91.09097705,10.89679
Halabja,1/1/2020,0.236868069,0.222580383,0.090057603,-0.177982857,0.885020975,33117,99.09776295,8.25981
Halabja,2/1/2020,0.244716498,0.232424121,0.093126533,-0.176885206,0.81873917,93091,178.573696,8.98883
Halabja,3/1/2020,0.344865455,0.332015904,0.132016837,-0.160004019,0.877015141,105895,171.9513486,13.28456
Halabja,4/1/2020,0.443559355,0.443356032,0.143195556,-0.017110577,0.899470899,106680,111.0703318,15.72118
Halabja,5/1/2020,0.252952717,0.236340382,0.101057208,-0.026575356,0.849021975,106987,44.02076025,22.65153
Halabja,6/1/2020,0.167854516,0.138660786,0.082376628,-0.024406054,0.787948994,107187,0,28.57107
Halabja,7/1/2020,0.143279521,0.119105543,0.074297929,-0.020527319,0.790855799,107362,0.021047789,33.11073
Halabja,8/1/2020,0.134416646,0.111304965,0.074110989,-0.046537972,0.823074955,107839,0,30.84806
Halabja,9/1/2020,0.129828079,0.107405429,0.071743767,-0.016600293,0.826767521,107828,0,29.11851
Halabja,10/1/2020,0.127123138,0.105346765,0.065844961,-0.156810249,0.859979395,108132,2.042210593,21.68986
Halabja,11/1/2020,0.134947096,0.121069909,0.058359732,-0.173320222,0.884752156,103656,96.1162229,15.16665
Halabja,12/1/2020,0.209865341,0.199280161,0.075731695,-0.143979915,0.883568166,75858,38.19408822,9.26148
Halabja,1/1/2021,0.217515798,0.205080437,0.085619398,-0.112725761,0.751883901,88386,98.14739203,8.26867
Halabja,2/1/2021,0.269839595,0.251921828,0.11511248,-0.104927207,0.837624009,106159,81.86117661,11.01126
Halabja,3/1/2021,0.321024112,0.29880473,0.139155446,-0.042333216,0.894333805,107720,51.25429869,13.17858
Halabja,4/1/2021,0.29147186,0.269529256,0.124561279,-0.153769015,0.890637275,108075,9.380125367,18.55754
Halabja,5/1/2021,0.166709264,0.146462914,0.074277704,-0.194396065,0.784772321,108509,5.567715222,25.98124
Halabja,6/1/2021,0.146596722,0.120864323,0.074350619,-0.139089759,0.876741904,108674,0,30.45364
Halabja,7/1/2021,0.124450834,0.103459196,0.067115898,-0.091569106,0.739272095,108751,0,33.22456
Halabja,8/1/2021,0.119431719,0.099574449,0.063225783,-0.052667141,0.852140931,108751,0,32.48644
Halabja,9/1/2021,0.116580083,0.095649643,0.067061348,-0.092497435,0.876812453,108735,0,27.97291
Halabja,10/1/2021,0.109859645,0.091735097,0.057210024,-0.11219473,0.802048537,108404,3.227327621,22.27433
Halabja,11/1/2021,0.114414518,0.103513346,0.048931422,-0.067089167,0.800923737,104608,15.80913221,14.67351
Halabja,12/1/2021,0.143541422,0.13861603,0.050198865,-0.165751258,0.763590348,72104,114.1381908,10.50318
Halabja,1/1/2022,0.187328851,0.173819505,0.073904576,-0.112334931,0.76476776,73526,187.4851343,5.58982
Halabja,2/1/2022,0.216882864,0.201170723,0.092027045,-0.17173758,0.822071297,105874,82.60584277,9.60955
Halabja,3/1/2022,0.313410114,0.300716273,0.13735602,-0.15921538,0.872383604,107445,54.82322158,10.50487
Halabja,4/1/2022,0.320888999,0.302738805,0.136597223,-0.035931464,0.871923842,108262,36.69912013,17.23908
Halabja,5/1/2022,0.20769419,0.185545979,0.091143059,-0.054384451,0.854733858,108283,31.42118581,20.68706
Halabja,6/1/2022,0.142471392,0.119095546,0.069824371,-0.1084298,0.8296843,108490,0,29.39516
Halabja,7/1/2022,0.129120809,0.10739217,0.070329721,-0.059628485,0.808706878,108645,0,32.60118
Halabja,8/1/2022,0.114942298,0.091756904,0.06385121,-0.04806139,0.771836968,108706,0,33.62407
Halabja,9/1/2022,0.118119323,0.097516424,0.071086152,-0.141975117,0.865610418,108677,0,28.83333
Halabja,10/1/2022,0.110802419,0.091756154,0.061020797,-0.102989857,0.786958877,108771,19.54350451,22.68201
Halabja,11/1/2022,0.110155808,0.091737098,0.054604835,-0.07624235,0.707410981,108129,81.59738915,13.89833
Halabja,12/1/2022,0.162847705,0.15816767,0.058463437,-0.076986092,0.786174276,104327,45.62873081,10.05464
Halabja,1/1/2023,0.229495803,0.216803647,0.089276382,-0.165659299,0.797876195,103442,157.8661223,6.48797
Halabja,2/1/2023,0.273330761,0.253862121,0.11466129,-0.194839135,0.855247948,93369,81.95870953,6.68148
Halabja,3/1/2023,0.367979239,0.355325726,0.146353864,-0.199227487,0.898704595,104909,172.9994249,13.46604
Halabja,4/1/2023,0.455211193,0.457066383,0.15466866,-0.154580588,0.895664151,107915,167.856346,15.55286
Halabja,5/1/2023,0.330668163,0.324162895,0.12927248,-0.153973185,0.879665563,107224,55.46667433,20.78983
Halabja,6/1/2023,0.165646776,0.138660693,0.082216027,-0.045774298,0.75620967,107092,0.04445339,27.41242
Halabja,7/1/2023,0.143212543,0.119086849,0.069976554,-0.038500888,0.668911685,107222,0,32.12161
Halabja,8/1/2023,0.133799747,0.111322075,0.070827948,-0.040020922,0.749883373,107209,0,32.60291
Halabja,9/1/2023,0.127586407,0.103462029,0.070638218,-0.035525358,0.77118728,107638,0,28.52948
Halabja,10/1/2023,0.121972763,0.103507665,0.0680789,-0.181528164,0.758961877,100519,3.515843349,21.73672
Halabja,11/1/2023,0.134489652,0.12105419,0.065834639,-0.168339697,0.833623181,107256,101.7436885,15.14111
Halabja,12/1/2023,0.182798341,0.181650084,0.070586744,-0.139096188,0.800013196,104944,97.02467077,11.83568
Halabja,1/1/2024,0.245169954,0.236295238,0.090574435,-0.16894179,0.788624567,100866,174.4083616,10.01575
Halabja,2/1/2024,0.316729625,0.300771183,0.120546149,-0.111725403,0.899951406,102514,136.0046581,9.31977
Halabja,3/1/2024,0.343614912,0.332090139,0.132225093,-0.175060444,0.856667814,105400,162.2421646,11.5655
Halabja,4/1/2024,0.414079356,0.417977466,0.139380994,-0.199228033,0.868402047,106025,50.62240497,17.25029
Halabja,5/1/2024,0.214004506,0.183522391,0.11047517,-0.186866379,0.881098433,105730,130.2077175,20.276
Halabja,6/1/2024,0.155907671,0.126913584,0.084898375,-0.065515646,0.782527692,106124,0.091207085,28.94122
Halabja,7/1/2024,0.14161232,0.111252584,0.082131269,-0.065025649,0.753787147,106265,0,32.13898
Halabja,8/1/2024,0.130887176,0.103476017,0.075252375,-0.084871376,0.79833073,106500,0,32.55618
Halabja,9/1/2024,0.129877139,0.103483848,0.078403191,-0.126878994,0.811504891,106749,0,27.9543
Halabja,10/1/2024,0.128071754,0.103471017,0.072538713,-0.120710074,0.762482502,106964,1.399390419,20.36091
Halabja,11/1/2024,0.175478322,0.173862264,0.070330968,-0.058222492,0.733633303,104460,143.3156593,13.44119
Halabja,12/1/2024,0.205537365,0.201185687,0.090053661,-0.058329669,0.725020461,98116,46.29248375,8.67952
