Model,Region,Date,EVI_Mean,EVI_Lower,EVI_Upper
Transformer,Duhok,2028-03-01,0.164679,0.1417,0.187658
Transformer,Duhok,2028-04-01,0.164236,0.141746,0.186726
Transformer,Duhok,2028-05-01,0.165352,0.142062,0.188642
Transformer,Duhok,2028-06-01,0.185468,0.122117,0.248818
Transformer,Duhok,2028-07-01,0.300575,0.203624,0.397526
Transformer,Duhok,2028-08-01,0.206121,0.169561,0.242681
Transformer,Duhok,2028-09-01,0.183113,0.154743,0.211483
Transformer,Duhok,2028-10-01,0.173488,0.147498,0.199478
Transformer,Duhok,2028-11-01,0.170708,0.140618,0.200798
Transformer,Duhok,2028-12-01,0.170854,0.144368,0.197341
Transformer,Duhok,2029-01-01,0.170758,0.140641,0.200874
Transformer,Duhok,2029-02-01,0.171045,0.142087,0.200003
Transformer,Duhok,2029-03-01,0.171143,0.14424,0.198046
Transformer,Duhok,2029-04-01,0.172452,0.141384,0.203519
Transformer,Duhok,2029-05-01,0.17185,0.1434,0.2003
Transformer,Duhok,2029-06-01,0.192065,0.106933,0.277196
Transformer,Duhok,2029-07-01,0.18903,0.148848,0.229213
Transformer,Duhok,2029-08-01,0.184151,0.150518,0.217784
Transformer,Duhok,2029-09-01,0.176237,0.145532,0.206942
Transformer,Duhok,2029-10-01,0.171519,0.139911,0.203128
Transformer,Duhok,2029-11-01,0.171694,0.141384,0.202005
Transformer,Duhok,2029-12-01,0.171511,0.138596,0.204426
Transformer,Duhok,2030-01-01,0.172861,0.140371,0.205352
Transformer,Duhok,2030-02-01,0.174024,0.141163,0.206886
Transformer,Duhok,2030-03-01,0.174072,0.142817,0.205327
Transformer,Duhok,2030-04-01,0.174585,0.139298,0.209871
Transformer,Duhok,2030-05-01,0.175054,0.134968,0.21514
Transformer,Duhok,2030-06-01,0.176778,0.125713,0.227843
Transformer,Duhok,2030-07-01,0.175677,0.132041,0.219313
Transformer,Duhok,2030-08-01,0.200117,0.04464,0.355594
Transformer,Duhok,2030-09-01,0.197526,0.116712,0.278339
Transformer,Duhok,2030-10-01,0.189301,0.138037,0.240566
Transformer,Duhok,2030-11-01,0.185664,0.143426,0.227902
Transformer,Duhok,2030-12-01,0.18151,0.140582,0.222438
Transformer,Sulaymaniyah,2026-01-01,0.140965,0.12663,0.155299
Transformer,Sulaymaniyah,2026-02-01,0.144465,0.12913,0.1598
Transformer,Sulaymaniyah,2026-03-01,0.148113,0.132283,0.163943
Transformer,Sulaymaniyah,2026-04-01,0.150882,0.134259,0.167504
Transformer,Sulaymaniyah,2026-05-01,0.156195,0.140594,0.171796
Transformer,Sulaymaniyah,2026-06-01,0.162493,0.146438,0.178548
Transformer,Sulaymaniyah,2026-07-01,0.159276,0.142196,0.176356
Transformer,Sulaymaniyah,2026-08-01,0.155458,0.135848,0.175068
Transformer,Sulaymaniyah,2026-09-01,0.153226,0.137561,0.16889
Transformer,Sulaymaniyah,2026-10-01,0.151288,0.134561,0.168015
Transformer,Sulaymaniyah,2026-11-01,0.150154,0.132658,0.16765
Transformer,Sulaymaniyah,2026-12-01,0.143933,0.124077,0.163789
Transformer,Sulaymaniyah,2027-01-01,0.145325,0.129066,0.161584
Transformer,Sulaymaniyah,2027-02-01,0.145745,0.127004,0.164486
Transformer,Sulaymaniyah,2027-03-01,0.149923,0.130467,0.16938
Transformer,Sulaymaniyah,2027-04-01,0.152852,0.132649,0.173055
Transformer,Sulaymaniyah,2027-05-01,0.163406,0.142344,0.184468
Transformer,Sulaymaniyah,2027-06-01,0.155749,0.134998,0.176501
Transformer,Sulaymaniyah,2027-07-01,0.152239,0.131748,0.172731
Transformer,Sulaymaniyah,2027-08-01,0.150167,0.128234,0.172099
Transformer,Sulaymaniyah,2027-09-01,0.147044,0.125323,0.168765
Transformer,Sulaymaniyah,2027-10-01,0.145134,0.121058,0.16921
Transformer,Sulaymaniyah,2027-11-01,0.145329,0.122931,0.167726
Transformer,Sulaymaniyah,2027-12-01,0.139683,0.114015,0.165352
Transformer,Sulaymaniyah,2028-01-01,0.145498,0.119667,0.171329
Transformer,Sulaymaniyah,2028-02-01,0.145242,0.121315,0.169169
Transformer,Sulaymaniyah,2028-03-01,0.145575,0.123324,0.167827
Transformer,Sulaymaniyah,2028-04-01,0.146241,0.122852,0.169629
Transformer,Sulaymaniyah,2028-05-01,0.145852,0.120726,0.170977
Transformer,Sulaymaniyah,2028-06-01,0.148259,0.124007,0.17251
Transformer,Sulaymaniyah,2028-07-01,0.148217,0.121773,0.174661
Transformer,Sulaymaniyah,2028-08-01,0.148843,0.122577,0.175109
Transformer,Sulaymaniyah,2028-09-01,0.148389,0.120406,0.176373
Transformer,Sulaymaniyah,2028-10-01,0.148476,0.118895,0.178057
Transformer,Sulaymaniyah,2028-11-01,0.150384,0.12586,0.174908
Transformer,Sulaymaniyah,2028-12-01,0.149886,0.123783,0.175988
Transformer,Sulaymaniyah,2029-01-01,0.150319,0.122693,0.177944
Transformer,Sulaymaniyah,2029-02-01,0.148978,0.122228,0.175729
Transformer,Sulaymaniyah,2029-03-01,0.150038,0.123854,0.176221
Transformer,Sulaymaniyah,2029-04-01,0.14937,0.12445,0.174291
Transformer,Sulaymaniyah,2029-05-01,0.14879,0.118748,0.178832
Transformer,Sulaymaniyah,2029-06-01,0.15282,0.122654,0.182986
Transformer,Sulaymaniyah,2029-07-01,0.151724,0.12277,0.180678
Transformer,Sulaymaniyah,2029-08-01,0.149961,0.115433,0.184489
Transformer,Sulaymaniyah,2029-09-01,0.15,0.120365,0.179635
Transformer,Sulaymaniyah,2029-10-01,0.150562,0.117733,0.183391
Transformer,Sulaymaniyah,2029-11-01,0.15018,0.120698,0.179662
Transformer,Sulaymaniyah,2029-12-01,0.151047,0.11883,0.183265
Transformer,Sulaymaniyah,2030-01-01,0.150205,0.119084,0.181326
Transformer,Sulaymaniyah,2030-02-01,0.149059,0.118576,0.179542
Transformer,Sulaymaniyah,2030-03-01,0.1482,0.11402,0.18238
Transformer,Sulaymaniyah,2030-04-01,0.148641,0.11501,0.182271
Transformer,Sulaymaniyah,2030-05-01,0.146981,0.110999,0.182963
Transformer,Sulaymaniyah,2030-06-01,0.148211,0.114777,0.181645
Transformer,Sulaymaniyah,2030-07-01,0.148529,0.112969,0.18409
Transformer,Sulaymaniyah,2030-08-01,0.146597,0.106711,0.186483
Transformer,Sulaymaniyah,2030-09-01,0.1494,0.110829,0.18797
Transformer,Sulaymaniyah,2030-10-01,0.148595,0.110494,0.186697
Transformer,Sulaymaniyah,2030-11-01,0.14852,0.113914,0.183127
Transformer,Sulaymaniyah,2030-12-01,0.149612,0.114794,0.184429
Transformer,Halabja,2026-01-01,0.167193,0.149637,0.184749
Transformer,Halabja,2026-02-01,0.169793,0.15363,0.185956
Transformer,Halabja,2026-03-01,0.17743,0.159179,0.19568
Transformer,Halabja,2026-04-01,0.180257,0.162997,0.197517
Transformer,Halabja,2026-05-01,0.190389,0.172882,0.207897
Transformer,Halabja,2026-06-01,0.199956,0.182314,0.217598
Transformer,Halabja,2026-07-01,0.196451,0.177335,0.215567
Transformer,Halabja,2026-08-01,0.191149,0.170387,0.211911
Transformer,Halabja,2026-09-01,0.183938,0.161116,0.20676
Transformer,Halabja,2026-10-01,0.177377,0.158545,0.196209
Transformer,Halabja,2026-11-01,0.17184,0.149848,0.193832
Transformer,Halabja,2026-12-01,0.162562,0.142687,0.182436
Transformer,Halabja,2027-01-01,0.164545,0.142652,0.186437
Transformer,Halabja,2027-02-01,0.16538,0.142349,0.188411
Transformer,Halabja,2027-03-01,0.169345,0.146212,0.192478
Transformer,Halabja,2027-04-01,0.173081,0.148314,0.197848
Transformer,Halabja,2027-05-01,0.189552,0.166897,0.212208
Transformer,Halabja,2027-06-01,0.18883,0.164472,0.213189
Transformer,Halabja,2027-07-01,0.182508,0.159449,0.205566
Transformer,Halabja,2027-08-01,0.178476,0.158682,0.19827
Transformer,Halabja,2027-09-01,0.173862,0.148149,0.199576
Transformer,Halabja,2027-10-01,0.167111,0.14196,0.192262
Transformer,Halabja,2027-11-01,0.161154,0.134624,0.187684
Transformer,Halabja,2027-12-01,0.156906,0.130556,0.183256
Transformer,Halabja,2028-01-01,0.165163,0.135932,0.194394
Transformer,Halabja,2028-02-01,0.166745,0.139142,0.194349
Transformer,Halabja,2028-03-01,0.165578,0.13713,0.194026
Transformer,Halabja,2028-04-01,0.166801,0.142306,0.191297
Transformer,Halabja,2028-05-01,0.16653,0.139049,0.19401
Transformer,Halabja,2028-06-01,0.168122,0.139314,0.19693
Transformer,Halabja,2028-07-01,0.171839,0.14464,0.199039
Transformer,Halabja,2028-08-01,0.171532,0.139862,0.203202
Transformer,Halabja,2028-09-01,0.174517,0.145806,0.203228
Transformer,Halabja,2028-10-01,0.175201,0.142437,0.207964
Transformer,Halabja,2028-11-01,0.173962,0.143653,0.204271
Transformer,Halabja,2028-12-01,0.174499,0.141143,0.207855
Transformer,Halabja,2029-01-01,0.173176,0.138624,0.207727
Transformer,Halabja,2029-02-01,0.173544,0.13588,0.211207
Transformer,Halabja,2029-03-01,0.173355,0.136873,0.209837
Transformer,Halabja,2029-04-01,0.173372,0.137073,0.209671
Transformer,Halabja,2029-05-01,0.173702,0.139355,0.208049
Transformer,Halabja,2029-06-01,0.17458,0.144764,0.204395
Transformer,Halabja,2029-07-01,0.175958,0.140854,0.211062
Transformer,Halabja,2029-08-01,0.175555,0.137596,0.213515
Transformer,Halabja,2029-09-01,0.176768,0.139907,0.213629
Transformer,Halabja,2029-10-01,0.176656,0.143936,0.209377
Transformer,Halabja,2029-11-01,0.17441,0.13693,0.21189
Transformer,Halabja,2029-12-01,0.173696,0.138944,0.208448
Transformer,Halabja,2030-01-01,0.173367,0.133833,0.212901
Transformer,Halabja,2030-02-01,0.171318,0.13125,0.211387
Transformer,Halabja,2030-03-01,0.171899,0.13384,0.209958
Transformer,Halabja,2030-04-01,0.170594,0.132335,0.208853
Transformer,Halabja,2030-05-01,0.171704,0.136767,0.206641
Transformer,Halabja,2030-06-01,0.172142,0.128408,0.215876
Transformer,Halabja,2030-07-01,0.171112,0.132711,0.209512
Transformer,Halabja,2030-08-01,0.170336,0.133236,0.207437
Transformer,Halabja,2030-09-01,0.17222,0.123835,0.220605
Transformer,Halabja,2030-10-01,0.171002,0.127941,0.214063
Transformer,Halabja,2030-11-01,0.170615,0.12846,0.212771
Transformer,Halabja,2030-12-01,0.172571,0.127328,0.217815
CNN_Transformer,Erbil,2026-01-01,0.16115,0.14477,0.177529
CNN_Transformer,Erbil,2026-02-01,0.166602,0.148369,0.184834
CNN_Transformer,Erbil,2026-03-01,0.203468,0.180718,0.226218
CNN_Transformer,Erbil,2026-04-01,0.215394,0.191897,0.238891
CNN_Transformer,Erbil,2026-05-01,0.152183,0.134165,0.170202
CNN_Transformer,Erbil,2026-06-01,0.136721,0.116477,0.156965
CNN_Transformer,Erbil,2026-07-01,0.140873,0.118774,0.162972
CNN_Transformer,Erbil,2026-08-01,0.143786,0.12263,0.164941
CNN_Transformer,Erbil,2026-09-01,0.138787,0.118011,0.159563
CNN_Transformer,Erbil,2026-10-01,0.137845,0.118759,0.15693
CNN_Transformer,Erbil,2026-11-01,0.143674,0.121172,0.166176
CNN_Transformer,Erbil,2026-12-01,0.150292,0.125268,0.175315
CNN_Transformer,Erbil,2027-01-01,0.14889,0.127326,0.170454
CNN_Transformer,Erbil,2027-02-01,0.15769,0.130519,0.184861
CNN_Transformer,Erbil,2027-03-01,0.189382,0.162421,0.216342
CNN_Transformer,Erbil,2027-04-01,0.19098,0.161803,0.220157
CNN_Transformer,Erbil,2027-05-01,0.137294,0.111918,0.162669
CNN_Transformer,Erbil,2027-06-01,0.13696,0.108264,0.165656
CNN_Transformer,Erbil,2027-07-01,0.142852,0.116127,0.169577
CNN_Transformer,Erbil,2027-08-01,0.144181,0.117691,0.17067
CNN_Transformer,Erbil,2027-09-01,0.130287,0.104245,0.156329
CNN_Transformer,Erbil,2027-10-01,0.127324,0.098079,0.15657
CNN_Transformer,Erbil,2027-11-01,0.146483,0.115506,0.17746
CNN_Transformer,Erbil,2027-12-01,0.15698,0.125363,0.188596
CNN_Transformer,Erbil,2028-01-01,0.157593,0.126283,0.188903
CNN_Transformer,Erbil,2028-02-01,0.16364,0.131396,0.195883
CNN_Transformer,Erbil,2028-03-01,0.1951,0.153845,0.236356
CNN_Transformer,Erbil,2028-04-01,0.216038,0.176367,0.25571
CNN_Transformer,Erbil,2028-05-01,0.148872,0.117395,0.180349
CNN_Transformer,Erbil,2028-06-01,0.142014,0.112283,0.171745
CNN_Transformer,Erbil,2028-07-01,0.150036,0.117732,0.18234
CNN_Transformer,Erbil,2028-08-01,0.148089,0.115257,0.180922
CNN_Transformer,Erbil,2028-09-01,0.134282,0.101161,0.167403
CNN_Transformer,Erbil,2028-10-01,0.129775,0.095151,0.164399
CNN_Transformer,Erbil,2028-11-01,0.144595,0.110984,0.178206
CNN_Transformer,Erbil,2028-12-01,0.154351,0.122004,0.186699
CNN_Transformer,Erbil,2029-01-01,0.158554,0.123156,0.193952
CNN_Transformer,Erbil,2029-02-01,0.164905,0.121237,0.208572
CNN_Transformer,Erbil,2029-03-01,0.195984,0.150059,0.24191
CNN_Transformer,Erbil,2029-04-01,0.216651,0.168599,0.264703
CNN_Transformer,Erbil,2029-05-01,0.145196,0.112187,0.178205
CNN_Transformer,Erbil,2029-06-01,0.142628,0.105719,0.179537
CNN_Transformer,Erbil,2029-07-01,0.149275,0.110883,0.187667
CNN_Transformer,Erbil,2029-08-01,0.148322,0.112079,0.184564
CNN_Transformer,Erbil,2029-09-01,0.135991,0.095919,0.176064
CNN_Transformer,Erbil,2029-10-01,0.129323,0.090513,0.168133
CNN_Transformer,Erbil,2029-11-01,0.142572,0.101189,0.183955
CNN_Transformer,Erbil,2029-12-01,0.152318,0.109966,0.194669
CNN_Transformer,Erbil,2030-01-01,0.155955,0.116601,0.195308
CNN_Transformer,Erbil,2030-02-01,0.164065,0.116674,0.211456
CNN_Transformer,Erbil,2030-03-01,0.194004,0.141349,0.246659
CNN_Transformer,Erbil,2030-04-01,0.215703,0.157587,0.273819
CNN_Transformer,Erbil,2030-05-01,0.148271,0.104772,0.191771
CNN_Transformer,Erbil,2030-06-01,0.141643,0.100232,0.183055
CNN_Transformer,Erbil,2030-07-01,0.147844,0.102435,0.193252
CNN_Transformer,Erbil,2030-08-01,0.147429,0.103004,0.191854
CNN_Transformer,Erbil,2030-09-01,0.134475,0.091668,0.177281
CNN_Transformer,Erbil,2030-10-01,0.128426,0.084517,0.172334
CNN_Transformer,Erbil,2030-11-01,0.143143,0.100673,0.185612
CNN_Transformer,Erbil,2030-12-01,0.151314,0.109041,0.193587
CNN_Transformer,Duhok,2026-01-01,0.167771,0.151289,0.184254
CNN_Transformer,Duhok,2026-02-01,0.167656,0.147839,0.187472
CNN_Transformer,Duhok,2026-03-01,0.167707,0.149396,0.186018
CNN_Transformer,Duhok,2026-04-01,0.174586,0.154374,0.194798
CNN_Transformer,Duhok,2026-05-01,0.168371,0.147546,0.189196
CNN_Transformer,Duhok,2026-06-01,0.165472,0.144966,0.185977
CNN_Transformer,Duhok,2026-07-01,0.161353,0.138663,0.184043
CNN_Transformer,Duhok,2026-08-01,0.165672,0.143495,0.187849
CNN_Transformer,Duhok,2026-09-01,0.167082,0.145269,0.188895
CNN_Transformer,Duhok,2026-10-01,0.169122,0.147409,0.190836
CNN_Transformer,Duhok,2026-11-01,0.169513,0.144993,0.194033
CNN_Transformer,Duhok,2026-12-01,0.170994,0.148332,0.193655
CNN_Transformer,Duhok,2027-01-01,0.170274,0.146004,0.194544
CNN_Transformer,Duhok,2027-02-01,0.168537,0.144887,0.192187
CNN_Transformer,Duhok,2027-03-01,0.175443,0.146976,0.20391
CNN_Transformer,Duhok,2027-04-01,0.181708,0.160072,0.203344
CNN_Transformer,Duhok,2027-05-01,0.166977,0.140074,0.19388
CNN_Transformer,Duhok,2027-06-01,0.162564,0.136057,0.189072
CNN_Transformer,Duhok,2027-07-01,0.160694,0.131994,0.189395
CNN_Transformer,Duhok,2027-08-01,0.165038,0.138256,0.19182
CNN_Transformer,Duhok,2027-09-01,0.166025,0.138671,0.193379
CNN_Transformer,Duhok,2027-10-01,0.165256,0.136137,0.194374
CNN_Transformer,Duhok,2027-11-01,0.164743,0.134335,0.19515
CNN_Transformer,Duhok,2027-12-01,0.166679,0.1369,0.196458
CNN_Transformer,Duhok,2028-01-01,0.164882,0.131744,0.198021
CNN_Transformer,Duhok,2028-02-01,0.164429,0.13184,0.197019
CNN_Transformer,Duhok,2028-03-01,0.165994,0.131763,0.200225
CNN_Transformer,Duhok,2028-04-01,0.167188,0.133616,0.20076
CNN_Transformer,Duhok,2028-05-01,0.163416,0.132914,0.193919
CNN_Transformer,Duhok,2028-06-01,0.1594,0.124698,0.194102
CNN_Transformer,Duhok,2028-07-01,0.161888,0.127671,0.196105
CNN_Transformer,Duhok,2028-08-01,0.164255,0.126799,0.201711
CNN_Transformer,Duhok,2028-09-01,0.162929,0.1247,0.201159
CNN_Transformer,Duhok,2028-10-01,0.164354,0.134547,0.19416
CNN_Transformer,Duhok,2028-11-01,0.165164,0.126364,0.203965
CNN_Transformer,Duhok,2028-12-01,0.167066,0.133087,0.201045
CNN_Transformer,Duhok,2029-01-01,0.164214,0.131904,0.196525
CNN_Transformer,Duhok,2029-02-01,0.166112,0.129256,0.202969
CNN_Transformer,Duhok,2029-03-01,0.166868,0.129852,0.203885
CNN_Transformer,Duhok,2029-04-01,0.167815,0.129272,0.206357
CNN_Transformer,Duhok,2029-05-01,0.166621,0.123967,0.209275
CNN_Transformer,Duhok,2029-06-01,0.160244,0.118204,0.202285
CNN_Transformer,Duhok,2029-07-01,0.161313,0.120044,0.202582
CNN_Transformer,Duhok,2029-08-01,0.165576,0.124281,0.206871
CNN_Transformer,Duhok,2029-09-01,0.163969,0.126947,0.20099
CNN_Transformer,Duhok,2029-10-01,0.166786,0.12419,0.209381
CNN_Transformer,Duhok,2029-11-01,0.165434,0.125043,0.205826
CNN_Transformer,Duhok,2029-12-01,0.168237,0.125746,0.210728
CNN_Transformer,Duhok,2030-01-01,0.165649,0.122965,0.208333
CNN_Transformer,Duhok,2030-02-01,0.164183,0.115522,0.212843
CNN_Transformer,Duhok,2030-03-01,0.167221,0.124123,0.210318
CNN_Transformer,Duhok,2030-04-01,0.169594,0.129535,0.209653
CNN_Transformer,Duhok,2030-05-01,0.164643,0.123333,0.205954
CNN_Transformer,Duhok,2030-06-01,0.160032,0.11415,0.205914
CNN_Transformer,Duhok,2030-07-01,0.162208,0.116647,0.20777
CNN_Transformer,Duhok,2030-08-01,0.164278,0.121921,0.206634
CNN_Transformer,Duhok,2030-09-01,0.16702,0.114851,0.21919
CNN_Transformer,Duhok,2030-10-01,0.16425,0.117405,0.211096
CNN_Transformer,Duhok,2030-11-01,0.163362,0.111247,0.215477
CNN_Transformer,Duhok,2030-12-01,0.165911,0.122732,0.209091
CNN_Transformer,Sulaymaniyah,2026-01-01,0.157014,0.13477,0.179258
CNN_Transformer,Sulaymaniyah,2026-02-01,0.162725,0.138268,0.187183
CNN_Transformer,Sulaymaniyah,2026-03-01,0.162865,0.139085,0.186646
CNN_Transformer,Sulaymaniyah,2026-04-01,0.161684,0.134839,0.188528
CNN_Transformer,Sulaymaniyah,2026-05-01,0.157726,0.132602,0.182849
CNN_Transformer,Sulaymaniyah,2026-06-01,0.154973,0.127995,0.181952
CNN_Transformer,Sulaymaniyah,2026-07-01,0.148772,0.11869,0.178854
CNN_Transformer,Sulaymaniyah,2026-08-01,0.147935,0.121818,0.174053
CNN_Transformer,Sulaymaniyah,2026-09-01,0.143992,0.119048,0.168935
CNN_Transformer,Sulaymaniyah,2026-10-01,0.144662,0.11511,0.174214
CNN_Transformer,Sulaymaniyah,2026-11-01,0.146872,0.117507,0.176236
CNN_Transformer,Sulaymaniyah,2026-12-01,0.153413,0.123105,0.18372
CNN_Transformer,Sulaymaniyah,2027-01-01,0.154062,0.123221,0.184903
CNN_Transformer,Sulaymaniyah,2027-02-01,0.154781,0.123852,0.185711
CNN_Transformer,Sulaymaniyah,2027-03-01,0.155672,0.12305,0.188294
CNN_Transformer,Sulaymaniyah,2027-04-01,0.153217,0.118464,0.18797
CNN_Transformer,Sulaymaniyah,2027-05-01,0.147099,0.114712,0.179485
CNN_Transformer,Sulaymaniyah,2027-06-01,0.14106,0.104525,0.177595
CNN_Transformer,Sulaymaniyah,2027-07-01,0.135622,0.102481,0.168764
CNN_Transformer,Sulaymaniyah,2027-08-01,0.134955,0.100302,0.169608
CNN_Transformer,Sulaymaniyah,2027-09-01,0.134806,0.099934,0.169677
CNN_Transformer,Sulaymaniyah,2027-10-01,0.134388,0.098255,0.170522
CNN_Transformer,Sulaymaniyah,2027-11-01,0.142561,0.103693,0.181429
CNN_Transformer,Sulaymaniyah,2027-12-01,0.14822,0.11444,0.182
CNN_Transformer,Sulaymaniyah,2028-01-01,0.150821,0.114569,0.187072
CNN_Transformer,Sulaymaniyah,2028-02-01,0.155337,0.115328,0.195347
CNN_Transformer,Sulaymaniyah,2028-03-01,0.157109,0.119063,0.195156
CNN_Transformer,Sulaymaniyah,2028-04-01,0.154298,0.116116,0.19248
CNN_Transformer,Sulaymaniyah,2028-05-01,0.150451,0.104342,0.196559
CNN_Transformer,Sulaymaniyah,2028-06-01,0.144849,0.100669,0.189029
CNN_Transformer,Sulaymaniyah,2028-07-01,0.141473,0.100843,0.182103
CNN_Transformer,Sulaymaniyah,2028-08-01,0.138621,0.096647,0.180595
CNN_Transformer,Sulaymaniyah,2028-09-01,0.138882,0.093838,0.183925
CNN_Transformer,Sulaymaniyah,2028-10-01,0.139343,0.095534,0.183152
CNN_Transformer,Sulaymaniyah,2028-11-01,0.145295,0.101428,0.189162
CNN_Transformer,Sulaymaniyah,2028-12-01,0.150458,0.108015,0.1929
CNN_Transformer,Sulaymaniyah,2029-01-01,0.152528,0.107226,0.19783
CNN_Transformer,Sulaymaniyah,2029-02-01,0.154083,0.106911,0.201256
CNN_Transformer,Sulaymaniyah,2029-03-01,0.154859,0.107422,0.202296
CNN_Transformer,Sulaymaniyah,2029-04-01,0.155999,0.107601,0.204396
CNN_Transformer,Sulaymaniyah,2029-05-01,0.15086,0.105956,0.195763
CNN_Transformer,Sulaymaniyah,2029-06-01,0.147954,0.101661,0.194246
CNN_Transformer,Sulaymaniyah,2029-07-01,0.140655,0.087421,0.19389
CNN_Transformer,Sulaymaniyah,2029-08-01,0.141234,0.095962,0.186507
CNN_Transformer,Sulaymaniyah,2029-09-01,0.139846,0.086206,0.193487
CNN_Transformer,Sulaymaniyah,2029-10-01,0.139417,0.086656,0.192179
CNN_Transformer,Sulaymaniyah,2029-11-01,0.142378,0.092483,0.192274
CNN_Transformer,Sulaymaniyah,2029-12-01,0.147188,0.096235,0.19814
CNN_Transformer,Sulaymaniyah,2030-01-01,0.150922,0.096758,0.205085
CNN_Transformer,Sulaymaniyah,2030-02-01,0.154306,0.102232,0.206379
CNN_Transformer,Sulaymaniyah,2030-03-01,0.156916,0.108831,0.205001
CNN_Transformer,Sulaymaniyah,2030-04-01,0.153657,0.100711,0.206602
CNN_Transformer,Sulaymaniyah,2030-05-01,0.15103,0.095554,0.206506
CNN_Transformer,Sulaymaniyah,2030-06-01,0.145857,0.097731,0.193983
CNN_Transformer,Sulaymaniyah,2030-07-01,0.140921,0.08654,0.195301
CNN_Transformer,Sulaymaniyah,2030-08-01,0.140994,0.08293,0.199058
CNN_Transformer,Sulaymaniyah,2030-09-01,0.142678,0.086486,0.198871
CNN_Transformer,Sulaymaniyah,2030-10-01,0.137578,0.080635,0.194521
CNN_Transformer,Sulaymaniyah,2030-11-01,0.142871,0.085727,0.200014
CNN_Transformer,Sulaymaniyah,2030-12-01,0.148204,0.089944,0.206465
CNN_Transformer,Halabja,2026-01-01,0.192596,0.170913,0.21428
CNN_Transformer,Halabja,2026-02-01,0.194986,0.171421,0.218551
CNN_Transformer,Halabja,2026-03-01,0.195644,0.171532,0.219756
CNN_Transformer,Halabja,2026-04-01,0.221744,0.191419,0.252068
CNN_Transformer,Halabja,2026-05-01,0.210727,0.185713,0.23574
CNN_Transformer,Halabja,2026-06-01,0.184236,0.155873,0.2126
CNN_Transformer,Halabja,2026-07-01,0.183372,0.155669,0.211076
CNN_Transformer,Halabja,2026-08-01,0.190296,0.162823,0.217769
CNN_Transformer,Halabja,2026-09-01,0.184695,0.155266,0.214123
CNN_Transformer,Halabja,2026-10-01,0.176172,0.147427,0.204918
CNN_Transformer,Halabja,2026-11-01,0.186842,0.155663,0.21802
CNN_Transformer,Halabja,2026-12-01,0.204054,0.17427,0.233838
CNN_Transformer,Halabja,2027-01-01,0.210106,0.180747,0.239464
CNN_Transformer,Halabja,2027-02-01,0.213006,0.177321,0.248692
CNN_Transformer,Halabja,2027-03-01,0.219987,0.184493,0.25548
CNN_Transformer,Halabja,2027-04-01,0.222614,0.18591,0.259319
CNN_Transformer,Halabja,2027-05-01,0.206629,0.171729,0.241528
CNN_Transformer,Halabja,2027-06-01,0.192462,0.155401,0.229523
CNN_Transformer,Halabja,2027-07-01,0.192353,0.155662,0.229045
CNN_Transformer,Halabja,2027-08-01,0.199161,0.165493,0.23283
CNN_Transformer,Halabja,2027-09-01,0.192284,0.154377,0.23019
CNN_Transformer,Halabja,2027-10-01,0.18299,0.148449,0.217532
CNN_Transformer,Halabja,2027-11-01,0.205982,0.172608,0.239355
CNN_Transformer,Halabja,2027-12-01,0.215515,0.178606,0.252424
CNN_Transformer,Halabja,2028-01-01,0.224882,0.186329,0.263436
CNN_Transformer,Halabja,2028-02-01,0.2233,0.184886,0.261714
CNN_Transformer,Halabja,2028-03-01,0.222561,0.175958,0.269164
CNN_Transformer,Halabja,2028-04-01,0.235669,0.198398,0.272941
CNN_Transformer,Halabja,2028-05-01,0.220148,0.182448,0.257849
CNN_Transformer,Halabja,2028-06-01,0.203916,0.164501,0.243331
CNN_Transformer,Halabja,2028-07-01,0.199048,0.151963,0.246134
CNN_Transformer,Halabja,2028-08-01,0.200671,0.151984,0.249358
CNN_Transformer,Halabja,2028-09-01,0.197932,0.157048,0.238816
CNN_Transformer,Halabja,2028-10-01,0.185317,0.140847,0.229786
CNN_Transformer,Halabja,2028-11-01,0.195584,0.142726,0.248442
CNN_Transformer,Halabja,2028-12-01,0.211206,0.16759,0.254822
CNN_Transformer,Halabja,2029-01-01,0.220922,0.177679,0.264165
CNN_Transformer,Halabja,2029-02-01,0.221203,0.17272,0.269686
CNN_Transformer,Halabja,2029-03-01,0.224331,0.183573,0.265089
CNN_Transformer,Halabja,2029-04-01,0.238202,0.190356,0.286048
CNN_Transformer,Halabja,2029-05-01,0.220286,0.172279,0.268293
CNN_Transformer,Halabja,2029-06-01,0.204139,0.150272,0.258005
CNN_Transformer,Halabja,2029-07-01,0.199274,0.1527,0.245848
CNN_Transformer,Halabja,2029-08-01,0.203531,0.15007,0.256993
CNN_Transformer,Halabja,2029-09-01,0.196304,0.145863,0.246744
CNN_Transformer,Halabja,2029-10-01,0.18669,0.132031,0.24135
CNN_Transformer,Halabja,2029-11-01,0.196257,0.141063,0.25145
CNN_Transformer,Halabja,2029-12-01,0.21148,0.159692,0.263268
CNN_Transformer,Halabja,2030-01-01,0.220212,0.169617,0.270807
CNN_Transformer,Halabja,2030-02-01,0.222634,0.165221,0.280048
CNN_Transformer,Halabja,2030-03-01,0.22242,0.163993,0.280847
CNN_Transformer,Halabja,2030-04-01,0.236333,0.18588,0.286785
CNN_Transformer,Halabja,2030-05-01,0.220453,0.159927,0.280979
CNN_Transformer,Halabja,2030-06-01,0.205565,0.150558,0.260571
